CDS	DNA	RNA
TOBG-MED-593_1139	1	0
TOBG-MED-593_1159	1	0
TOBG-MED-593_1203	1	0
TOBG-MED-593_129	1	0
TOBG-MED-593_1295	1	0
TOBG-MED-593_1297	4	0
TOBG-MED-593_13	0.5	0
TOBG-MED-593_1309	1.5	0
TOBG-MED-593_1324	1.505	0
TOBG-MED-593_1325	1	0
TOBG-MED-593_1339	1	0
TOBG-MED-593_14	0.5	0
TOBG-MED-593_1487	1	0
TOBG-MED-593_15	0.5	0
TOBG-MED-593_1509	1	0
TOBG-MED-593_161	1	0
TOBG-MED-593_18	1	0
TOBG-MED-593_35	1	0
TOBG-MED-593_385	1	0
TOBG-MED-593_39	1	0
TOBG-MED-593_405	1	0
TOBG-MED-593_450	1	0
TOBG-MED-593_46	1	0
TOBG-MED-593_5	1	0
TOBG-MED-593_50	2	0
TOBG-MED-593_58	1	0
TOBG-MED-593_61	3	0
TOBG-MED-593_704	2	0
TOBG-MED-593_739	1	0
TOBG-MED-593_742	1	0
TOBG-MED-593_751	1	0
TOBG-MED-593_78	1	0
TOBG-MED-593_79	1	0
TOBG-MED-593_873	1	0
TOBG-MED-593_9	1	0
TOBG-MED-593_974	1	0
TOBG-MED-593_983	1	0
TOBG-MED-594_10	32	10
TOBG-MED-594_100	11.73	2
TOBG-MED-594_1000	23	0
TOBG-MED-594_1001	25	0
TOBG-MED-594_1002	29	0
TOBG-MED-594_1003	23	0
TOBG-MED-594_1004	33	24
TOBG-MED-594_1005	29	1
TOBG-MED-594_1006	26	0
TOBG-MED-594_1007	40	0
TOBG-MED-594_1008	23	0
TOBG-MED-594_1009	28	4
TOBG-MED-594_101	5	0
TOBG-MED-594_1010	8	0
TOBG-MED-594_1011	20	0
TOBG-MED-594_1012	13	0
TOBG-MED-594_1013	18	0
TOBG-MED-594_1014	28	9
TOBG-MED-594_1015	33	1
TOBG-MED-594_1016	28	0
TOBG-MED-594_1017	39	7
TOBG-MED-594_1018	57.509	187.769
TOBG-MED-594_1019	14	0
TOBG-MED-594_102	4.779	0
TOBG-MED-594_1020	20	0
TOBG-MED-594_1021	20	0
TOBG-MED-594_1022	30	0
TOBG-MED-594_1023	12	0
TOBG-MED-594_1024	17	0
TOBG-MED-594_1025	59	61
TOBG-MED-594_1026	38	0
TOBG-MED-594_1027	50	31
TOBG-MED-594_1028	11	0
TOBG-MED-594_1029	11	0
TOBG-MED-594_103	1.138	0
TOBG-MED-594_1030	16	0
TOBG-MED-594_1031	21	0
TOBG-MED-594_1032	22	0
TOBG-MED-594_1033	36	0
TOBG-MED-594_1034	32	7
TOBG-MED-594_1035	40	11
TOBG-MED-594_1036	26	0
TOBG-MED-594_1037	5	3
TOBG-MED-594_1038	28	2
TOBG-MED-594_1039	18	0
TOBG-MED-594_104	7	4.542
TOBG-MED-594_1040	35	0
TOBG-MED-594_1041	5	0
TOBG-MED-594_1042	10	0
TOBG-MED-594_1043	47	0
TOBG-MED-594_1044	39	0
TOBG-MED-594_1045	25	4
TOBG-MED-594_1046	36	0
TOBG-MED-594_1047	20	0
TOBG-MED-594_1048	21	0
TOBG-MED-594_1049	20	0
TOBG-MED-594_105	9	0
TOBG-MED-594_1050	13	0
TOBG-MED-594_1051	11	6
TOBG-MED-594_1052	45	9
TOBG-MED-594_1053	6	0
TOBG-MED-594_1054	23	9
TOBG-MED-594_1055	28	1
TOBG-MED-594_1056	9	0
TOBG-MED-594_1057	38	0
TOBG-MED-594_1058	7	0
TOBG-MED-594_1059	16	0
TOBG-MED-594_106	28	0
TOBG-MED-594_1060	24	15
TOBG-MED-594_1061	36	0
TOBG-MED-594_1062	36	0
TOBG-MED-594_1063	29	10
TOBG-MED-594_1064	3	0
TOBG-MED-594_1065	18	0
TOBG-MED-594_1066	21	5
TOBG-MED-594_1067	26	1
TOBG-MED-594_1068	24	0
TOBG-MED-594_1069	32	0
TOBG-MED-594_107	8	0
TOBG-MED-594_1070	73	0
TOBG-MED-594_1071	22	0
TOBG-MED-594_1072	35	0
TOBG-MED-594_1073	14	0
TOBG-MED-594_1074	21	7
TOBG-MED-594_1075	51	30
TOBG-MED-594_1076	56	27
TOBG-MED-594_1077	41	44
TOBG-MED-594_1078	37	11
TOBG-MED-594_1079	38	6
TOBG-MED-594_108	10	0
TOBG-MED-594_1080	30	10
TOBG-MED-594_1081	41	0
TOBG-MED-594_1082	15	2
TOBG-MED-594_1083	47	532
TOBG-MED-594_1084	40.556	164
TOBG-MED-594_1085	5.374	9.065
TOBG-MED-594_1086	12	0
TOBG-MED-594_1087	25	0
TOBG-MED-594_1089	20	4
TOBG-MED-594_109	7	0
TOBG-MED-594_1090	10	6
TOBG-MED-594_1091	17	9
TOBG-MED-594_1092	31	0
TOBG-MED-594_1093	22	6
TOBG-MED-594_1094	23	0
TOBG-MED-594_1095	13	0
TOBG-MED-594_1096	6	0
TOBG-MED-594_1097	16	0
TOBG-MED-594_1098	19	0
TOBG-MED-594_1099	26	10
TOBG-MED-594_11	5	0
TOBG-MED-594_110	8.686	0
TOBG-MED-594_1100	14	0
TOBG-MED-594_1101	33	34
TOBG-MED-594_1102	35	3
TOBG-MED-594_1103	13	0
TOBG-MED-594_1104	9	15
TOBG-MED-594_1105	4	0
TOBG-MED-594_1106	7	6
TOBG-MED-594_1107	6	0
TOBG-MED-594_1108	18	11
TOBG-MED-594_1109	12	4
TOBG-MED-594_111	20.208	14
TOBG-MED-594_1110	29	6
TOBG-MED-594_1111	21	14
TOBG-MED-594_1112	12	0
TOBG-MED-594_1113	26	2
TOBG-MED-594_1114	12	0
TOBG-MED-594_1115	3	0
TOBG-MED-594_1116	23	18
TOBG-MED-594_1117	28	15
TOBG-MED-594_1118	34	0
TOBG-MED-594_1119	47	0
TOBG-MED-594_112	3.992	0
TOBG-MED-594_1120	26	0
TOBG-MED-594_1121	26	10
TOBG-MED-594_1122	17	14
TOBG-MED-594_1123	32	0
TOBG-MED-594_1124	27	7
TOBG-MED-594_1125	11	0
TOBG-MED-594_1126	4	0
TOBG-MED-594_1127	29	0
TOBG-MED-594_1128	24	0
TOBG-MED-594_1129	22	0
TOBG-MED-594_113	1	2
TOBG-MED-594_1130	19	0
TOBG-MED-594_1131	21	0
TOBG-MED-594_1132	22	4
TOBG-MED-594_1133	17	0
TOBG-MED-594_1134	11	0
TOBG-MED-594_1135	18	0
TOBG-MED-594_1136	13	15
TOBG-MED-594_1137	30	0
TOBG-MED-594_1138	2	0
TOBG-MED-594_1139	41	6
TOBG-MED-594_114	4	0
TOBG-MED-594_1140	17	0
TOBG-MED-594_1141	10	0
TOBG-MED-594_1142	27	4
TOBG-MED-594_1143	20	0
TOBG-MED-594_1144	25	0
TOBG-MED-594_1145	7	0
TOBG-MED-594_1146	19	2
TOBG-MED-594_1147	18	0
TOBG-MED-594_1148	12	0
TOBG-MED-594_1149	21	62
TOBG-MED-594_115	7.205	1.667
TOBG-MED-594_1150	10	0
TOBG-MED-594_1151	3	0
TOBG-MED-594_1152	6	0
TOBG-MED-594_1153	23	0
TOBG-MED-594_1154	17	0
TOBG-MED-594_1155	10	0
TOBG-MED-594_1156	16	0
TOBG-MED-594_1157	10	9
TOBG-MED-594_1158	46	0
TOBG-MED-594_1159	18	0
TOBG-MED-594_116	24.801	0
TOBG-MED-594_1160	8	0
TOBG-MED-594_1161	25	0
TOBG-MED-594_1162	29	0
TOBG-MED-594_1163	4	0
TOBG-MED-594_1164	29	15
TOBG-MED-594_1165	1	0
TOBG-MED-594_1166	21	0
TOBG-MED-594_1167	27	2
TOBG-MED-594_1168	18	6
TOBG-MED-594_1169	16	21
TOBG-MED-594_117	5.5	1.5
TOBG-MED-594_1170	18	0
TOBG-MED-594_1171	9	0
TOBG-MED-594_1172	12	0
TOBG-MED-594_1173	8	0
TOBG-MED-594_1174	7	0
TOBG-MED-594_1175	5	0
TOBG-MED-594_1176	26	10
TOBG-MED-594_1177	25	5
TOBG-MED-594_1178	22	0
TOBG-MED-594_1179	24	0
TOBG-MED-594_118	8	0
TOBG-MED-594_1180	24	0
TOBG-MED-594_1181	25	0
TOBG-MED-594_1182	30	12
TOBG-MED-594_1183	5	20
TOBG-MED-594_1184	15	3
TOBG-MED-594_1185	14	0
TOBG-MED-594_1186	23	0
TOBG-MED-594_1187	6	0
TOBG-MED-594_1188	18	0
TOBG-MED-594_1189	25	6
TOBG-MED-594_119	6	0
TOBG-MED-594_1190	5	0
TOBG-MED-594_1191	12	0
TOBG-MED-594_1192	14	69
TOBG-MED-594_1193	2	8
TOBG-MED-594_1194	10	38
TOBG-MED-594_1195	5	17
TOBG-MED-594_1196	30	11
TOBG-MED-594_1197	16	10
TOBG-MED-594_1198	38	17
TOBG-MED-594_1199	6	14
TOBG-MED-594_12	8	0
TOBG-MED-594_120	5.914	0
TOBG-MED-594_1200	16	0
TOBG-MED-594_1201	31	5
TOBG-MED-594_1202	13	6
TOBG-MED-594_1203	12	0
TOBG-MED-594_1204	38	0
TOBG-MED-594_1205	32	0
TOBG-MED-594_1206	36	0
TOBG-MED-594_1207	9	40
TOBG-MED-594_1208	14	0
TOBG-MED-594_1209	18	0
TOBG-MED-594_121	6.282	0
TOBG-MED-594_1210	19	0
TOBG-MED-594_1211	49	0
TOBG-MED-594_1212	11	10
TOBG-MED-594_1213	9	3
TOBG-MED-594_1214	43	0
TOBG-MED-594_1215	3	0
TOBG-MED-594_1216	25	0
TOBG-MED-594_1217	30	25
TOBG-MED-594_1218	10	0
TOBG-MED-594_1219	23	0
TOBG-MED-594_122	14.5	0
TOBG-MED-594_1220	53	11
TOBG-MED-594_1221	17	3
TOBG-MED-594_1222	15	0
TOBG-MED-594_1223	13	0
TOBG-MED-594_1224	28	8
TOBG-MED-594_1225	5	0
TOBG-MED-594_1226	31	0
TOBG-MED-594_1227	33	4
TOBG-MED-594_1228	10	15
TOBG-MED-594_1229	21	14
TOBG-MED-594_123	6	0
TOBG-MED-594_1230	24	115
TOBG-MED-594_1231	19	8
TOBG-MED-594_1232	5	0
TOBG-MED-594_1233	7	0
TOBG-MED-594_1234	23	0
TOBG-MED-594_1235	32	6
TOBG-MED-594_1236	12	0
TOBG-MED-594_1237	18	0
TOBG-MED-594_1238	23	8
TOBG-MED-594_1239	29	17
TOBG-MED-594_124	10	0
TOBG-MED-594_1240	16	7
TOBG-MED-594_1241	28	0
TOBG-MED-594_1242	47	0
TOBG-MED-594_1243	11	0
TOBG-MED-594_1244	25	7
TOBG-MED-594_1245	8	0
TOBG-MED-594_1246	9	0
TOBG-MED-594_1247	6	0
TOBG-MED-594_1248	25	6
TOBG-MED-594_1249	28	4
TOBG-MED-594_125	7.568	0
TOBG-MED-594_1250	17	0
TOBG-MED-594_1251	14	0
TOBG-MED-594_1252	19	11
TOBG-MED-594_1253	15	8
TOBG-MED-594_1254	13	0
TOBG-MED-594_1255	20	0
TOBG-MED-594_1256	18	0
TOBG-MED-594_1257	10	0
TOBG-MED-594_1258	31	0
TOBG-MED-594_1259	20	0
TOBG-MED-594_126	17.407	0
TOBG-MED-594_1260	1	0
TOBG-MED-594_1261	12	0
TOBG-MED-594_1262	5	0
TOBG-MED-594_1263	9	3
TOBG-MED-594_1264	14	0
TOBG-MED-594_1265	4	0
TOBG-MED-594_1266	26	14
TOBG-MED-594_1267	17	8
TOBG-MED-594_1268	16	0
TOBG-MED-594_1269	17	0
TOBG-MED-594_127	1.782	0
TOBG-MED-594_1270	29	0
TOBG-MED-594_1271	27	0
TOBG-MED-594_1272	29	30
TOBG-MED-594_1273	35	9
TOBG-MED-594_1274	35	0
TOBG-MED-594_1275	19	0
TOBG-MED-594_1276	30	0
TOBG-MED-594_1277	28	0
TOBG-MED-594_1278	10	1
TOBG-MED-594_1279	28	3
TOBG-MED-594_128	4	5
TOBG-MED-594_1280	18	0
TOBG-MED-594_1281	11	1
TOBG-MED-594_1282	15	0
TOBG-MED-594_1283	14	9
TOBG-MED-594_1284	5	5
TOBG-MED-594_1285	24	14
TOBG-MED-594_1286	4	0
TOBG-MED-594_1287	6	0
TOBG-MED-594_1288	21	8
TOBG-MED-594_1289	23	1
TOBG-MED-594_129	5	19
TOBG-MED-594_1290	13	19
TOBG-MED-594_1291	37	15
TOBG-MED-594_1292	7.704	0
TOBG-MED-594_1293	2.42	8
TOBG-MED-594_1295	2	0
TOBG-MED-594_1297	2.199	0
TOBG-MED-594_1298	5.5	1.5
TOBG-MED-594_13	3	4
TOBG-MED-594_130	6.118	0
TOBG-MED-594_1301	3.086	5
TOBG-MED-594_1302	3.718	0
TOBG-MED-594_1303	14.5	0
TOBG-MED-594_1306	4.432	0
TOBG-MED-594_1307	12.593	0
TOBG-MED-594_1308	4.218	0
TOBG-MED-594_1309	1	71
TOBG-MED-594_131	10	0
TOBG-MED-594_1310	6	6
TOBG-MED-594_1311	3.882	0
TOBG-MED-594_1313	6	0
TOBG-MED-594_1314	1	0
TOBG-MED-594_1315	19.351	0
TOBG-MED-594_1316	37	0
TOBG-MED-594_1317	11	2
TOBG-MED-594_1318	3	0
TOBG-MED-594_1319	13	19
TOBG-MED-594_1320	49	7
TOBG-MED-594_1321	26	15
TOBG-MED-594_1322	13	3
TOBG-MED-594_1323	20	6
TOBG-MED-594_1324	38	20
TOBG-MED-594_1325	19	0
TOBG-MED-594_1326	21	0
TOBG-MED-594_1327	3	0
TOBG-MED-594_1328	9	8
TOBG-MED-594_1329	23	0
TOBG-MED-594_133	1	0
TOBG-MED-594_1330	11	0
TOBG-MED-594_1331	17.272	0
TOBG-MED-594_1333	15	20
TOBG-MED-594_1334	31	0
TOBG-MED-594_1335	11.808	0
TOBG-MED-594_1336	42	2
TOBG-MED-594_1337	37.642	0
TOBG-MED-594_1338	17	0
TOBG-MED-594_1339	46.652	2
TOBG-MED-594_134	12.649	0
TOBG-MED-594_1340	11.01	9
TOBG-MED-594_1342	12.693	0
TOBG-MED-594_1343	18	0
TOBG-MED-594_1345	10	0
TOBG-MED-594_1346	33	5
TOBG-MED-594_1348	5.277	0
TOBG-MED-594_1349	13.965	0
TOBG-MED-594_135	10	0
TOBG-MED-594_1350	6	0
TOBG-MED-594_1351	20	0
TOBG-MED-594_1352	1	0
TOBG-MED-594_1353	23	0
TOBG-MED-594_1354	12	0
TOBG-MED-594_1355	16	0
TOBG-MED-594_1356	6	0
TOBG-MED-594_1357	35	0
TOBG-MED-594_1358	35	5
TOBG-MED-594_1359	18	0
TOBG-MED-594_136	23	0
TOBG-MED-594_1360	8	31
TOBG-MED-594_1361	15	4
TOBG-MED-594_1362	9	0
TOBG-MED-594_1363	4	0
TOBG-MED-594_1364	16	19
TOBG-MED-594_1365	16	0
TOBG-MED-594_1366	20	0
TOBG-MED-594_1367	13	0
TOBG-MED-594_1368	17	0
TOBG-MED-594_1369	18	0
TOBG-MED-594_137	18	5
TOBG-MED-594_1370	13	0
TOBG-MED-594_1371	36	9
TOBG-MED-594_1372	20	0
TOBG-MED-594_1373	44	19
TOBG-MED-594_1374	25	0
TOBG-MED-594_1375	19	0
TOBG-MED-594_1376	21	21
TOBG-MED-594_1377	14	7
TOBG-MED-594_1378	16	12
TOBG-MED-594_1379	27	5
TOBG-MED-594_138	32	5
TOBG-MED-594_1380	3	0
TOBG-MED-594_1381	16	0
TOBG-MED-594_1382	3.252	0
TOBG-MED-594_1383	8.94	8
TOBG-MED-594_1385	8	10
TOBG-MED-594_1386	10	0
TOBG-MED-594_1387	14	0
TOBG-MED-594_1388	21	0
TOBG-MED-594_1389	8	6
TOBG-MED-594_139	4	0
TOBG-MED-594_1390	71	7
TOBG-MED-594_1391	13	8
TOBG-MED-594_1392	7	0
TOBG-MED-594_1393	5	0
TOBG-MED-594_1394	13	0
TOBG-MED-594_1395	36	34
TOBG-MED-594_1396	20	0
TOBG-MED-594_1397	5	0
TOBG-MED-594_1398	12	0
TOBG-MED-594_1399	16	7
TOBG-MED-594_140	29	0
TOBG-MED-594_1400	13	0
TOBG-MED-594_1401	4	0
TOBG-MED-594_1402	12	0
TOBG-MED-594_1403	19	6
TOBG-MED-594_1404	4	0
TOBG-MED-594_1405	10	1
TOBG-MED-594_1406	13	0
TOBG-MED-594_1407	11	0
TOBG-MED-594_1408	9	0
TOBG-MED-594_1409	29	0
TOBG-MED-594_141	36	0
TOBG-MED-594_1410	17	0
TOBG-MED-594_1411	16	0
TOBG-MED-594_1412	12	0
TOBG-MED-594_1413	17	6
TOBG-MED-594_1414	11	0
TOBG-MED-594_1415	3	916
TOBG-MED-594_1416	4	22
TOBG-MED-594_1417	4	0
TOBG-MED-594_1418	19	0
TOBG-MED-594_1419	2	0
TOBG-MED-594_142	24	0
TOBG-MED-594_1420	9	0
TOBG-MED-594_1421	12	0
TOBG-MED-594_1422	17	12
TOBG-MED-594_1423	6	0
TOBG-MED-594_1424	7	9
TOBG-MED-594_1425	51	0
TOBG-MED-594_1426	5	0
TOBG-MED-594_1427	23	22
TOBG-MED-594_1428	11	0
TOBG-MED-594_1429	47	0
TOBG-MED-594_143	14	0
TOBG-MED-594_1430	10	6
TOBG-MED-594_1431	16	0
TOBG-MED-594_1432	60	7
TOBG-MED-594_1433	33	0
TOBG-MED-594_1434	8	0
TOBG-MED-594_1435	11	0
TOBG-MED-594_1436	23	3
TOBG-MED-594_1437	26	7
TOBG-MED-594_1438	22	0
TOBG-MED-594_1439	3	0
TOBG-MED-594_144	11	4
TOBG-MED-594_1440	3	7
TOBG-MED-594_1441	28	1
TOBG-MED-594_1442	6	12
TOBG-MED-594_1443	6	0
TOBG-MED-594_1444	4	0
TOBG-MED-594_1445	16	1
TOBG-MED-594_1446	30	0
TOBG-MED-594_1447	14	0
TOBG-MED-594_1448	10	0
TOBG-MED-594_1449	12	0
TOBG-MED-594_145	20	0
TOBG-MED-594_1450	34	0
TOBG-MED-594_1451	13	0
TOBG-MED-594_1452	22	0
TOBG-MED-594_1453	6	1
TOBG-MED-594_1454	9	11
TOBG-MED-594_1455	19	0
TOBG-MED-594_1456	11	2
TOBG-MED-594_1457	10	0
TOBG-MED-594_1458	19	1
TOBG-MED-594_1459	6	0
TOBG-MED-594_146	19	3
TOBG-MED-594_1460	33	3
TOBG-MED-594_1461	5	0
TOBG-MED-594_1462	23	0
TOBG-MED-594_1463	16	0
TOBG-MED-594_1464	11	9
TOBG-MED-594_1465	24.961	0
TOBG-MED-594_1468	11	0
TOBG-MED-594_147	55.491	212.231
TOBG-MED-594_1470	15.269	0
TOBG-MED-594_1471	10	0
TOBG-MED-594_1476	2.551	0
TOBG-MED-594_1477	6	0
TOBG-MED-594_1478	21	18
TOBG-MED-594_148	38	1
TOBG-MED-594_149	23	0
TOBG-MED-594_1497	7.126	0
TOBG-MED-594_15	6	0
TOBG-MED-594_150	19	3
TOBG-MED-594_1508	2.987	2
TOBG-MED-594_151	53	0
TOBG-MED-594_152	24	0
TOBG-MED-594_1528	13	0
TOBG-MED-594_153	34	0
TOBG-MED-594_154	3	0
TOBG-MED-594_1543	4.5	2.5
TOBG-MED-594_1544	83.015	0
TOBG-MED-594_1548	11	0
TOBG-MED-594_155	21	0
TOBG-MED-594_156	43	0
TOBG-MED-594_1561	1.866	0
TOBG-MED-594_1566	19.566	12
TOBG-MED-594_1567	16	0
TOBG-MED-594_157	20	0
TOBG-MED-594_1575	3.089	1.5
TOBG-MED-594_1576	8.861	0
TOBG-MED-594_1577	19.943	0
TOBG-MED-594_1578	1.101	0
TOBG-MED-594_1579	19	0
TOBG-MED-594_158	29	0
TOBG-MED-594_1580	6.123	0
TOBG-MED-594_1581	13.586	0
TOBG-MED-594_1585	10.5	5
TOBG-MED-594_1586	13.8	0
TOBG-MED-594_1587	1.2	0
TOBG-MED-594_1588	22.905	0
TOBG-MED-594_1589	18	0
TOBG-MED-594_159	5	0
TOBG-MED-594_1590	7	0
TOBG-MED-594_1591	11	0
TOBG-MED-594_1592	16	4
TOBG-MED-594_1593	27	8
TOBG-MED-594_1594	28	11
TOBG-MED-594_1595	39	5
TOBG-MED-594_1596	14	4
TOBG-MED-594_1597	9	4
TOBG-MED-594_1598	45	3
TOBG-MED-594_1599	21	0
TOBG-MED-594_16	8	3
TOBG-MED-594_160	7	0
TOBG-MED-594_1600	24	9
TOBG-MED-594_1601	1	9
TOBG-MED-594_1602	18	3
TOBG-MED-594_1603	43	7
TOBG-MED-594_1604	32	5
TOBG-MED-594_1605	13	0
TOBG-MED-594_1606	23	0
TOBG-MED-594_1607	20	4
TOBG-MED-594_1608	12	0
TOBG-MED-594_1609	29	0
TOBG-MED-594_161	24	7
TOBG-MED-594_1610	21	0
TOBG-MED-594_1611	16	0
TOBG-MED-594_1612	30	0
TOBG-MED-594_1613	1	0
TOBG-MED-594_1614	28	0
TOBG-MED-594_1615	58	6
TOBG-MED-594_1616	49	9
TOBG-MED-594_1617	4	0
TOBG-MED-594_1618	23	0
TOBG-MED-594_1619	27	9
TOBG-MED-594_162	25	0
TOBG-MED-594_1620	30	7
TOBG-MED-594_1621	5	7
TOBG-MED-594_1622	1	0
TOBG-MED-594_1623	17	10
TOBG-MED-594_1624	23	0
TOBG-MED-594_1625	19	0
TOBG-MED-594_1626	11	21
TOBG-MED-594_1627	25	0
TOBG-MED-594_1628	29	1
TOBG-MED-594_1629	7	6
TOBG-MED-594_163	4	0
TOBG-MED-594_1630	16	0
TOBG-MED-594_1631	3	0
TOBG-MED-594_1632	27	0
TOBG-MED-594_1633	21	0
TOBG-MED-594_1634	31	1
TOBG-MED-594_1635	31	0
TOBG-MED-594_1636	24	0
TOBG-MED-594_1637	22	0
TOBG-MED-594_1638	8	4
TOBG-MED-594_1639	32	0
TOBG-MED-594_164	44	4
TOBG-MED-594_1640	15	11
TOBG-MED-594_1641	8	24
TOBG-MED-594_1642	7	0
TOBG-MED-594_1643	8	7
TOBG-MED-594_1644	12	26
TOBG-MED-594_1645	29	23
TOBG-MED-594_1646	10	0
TOBG-MED-594_1647	4	0
TOBG-MED-594_1648	43	12
TOBG-MED-594_1649	7	0
TOBG-MED-594_165	13	0
TOBG-MED-594_1650	356.078	0
TOBG-MED-594_1651	14	0
TOBG-MED-594_1652	16	10
TOBG-MED-594_1653	27	215
TOBG-MED-594_1654	21	71
TOBG-MED-594_1655	15	0
TOBG-MED-594_1656	14	0
TOBG-MED-594_1657	35	0
TOBG-MED-594_1658	40	0
TOBG-MED-594_1659	6	5
TOBG-MED-594_166	8	0
TOBG-MED-594_1660	17	0
TOBG-MED-594_1661	2	0
TOBG-MED-594_1662	14	0
TOBG-MED-594_1663	11	0
TOBG-MED-594_1664	7	0
TOBG-MED-594_1665	7	1
TOBG-MED-594_1666	33	0
TOBG-MED-594_1667	7	14
TOBG-MED-594_1668	11	0
TOBG-MED-594_1669	12	0
TOBG-MED-594_167	31	0
TOBG-MED-594_1670	17	0
TOBG-MED-594_1671	40	0
TOBG-MED-594_1672	14	0
TOBG-MED-594_1673	19	1
TOBG-MED-594_1674	28	40
TOBG-MED-594_1675	23	26
TOBG-MED-594_1676	21	7
TOBG-MED-594_1677	6	0
TOBG-MED-594_1678	42	6
TOBG-MED-594_1679	31	0
TOBG-MED-594_168	21	0
TOBG-MED-594_1680	15	0
TOBG-MED-594_1681	12	0
TOBG-MED-594_1682	22	4
TOBG-MED-594_1683	30	0
TOBG-MED-594_1684	18	0
TOBG-MED-594_1685	7	0
TOBG-MED-594_1686	5	6
TOBG-MED-594_1687	17	0
TOBG-MED-594_1688	14	0
TOBG-MED-594_1689	15	0
TOBG-MED-594_169	2	0
TOBG-MED-594_1690	17	0
TOBG-MED-594_1691	1	0
TOBG-MED-594_1692	15	0
TOBG-MED-594_1693	2	0
TOBG-MED-594_1694	1.265	0
TOBG-MED-594_1695	1.17	0
TOBG-MED-594_1696	46	0
TOBG-MED-594_1697	30	0
TOBG-MED-594_1698	108	0
TOBG-MED-594_1699	45	1
TOBG-MED-594_17	5	0
TOBG-MED-594_170	32	0
TOBG-MED-594_1700	2	0
TOBG-MED-594_1701	5	0
TOBG-MED-594_1702	72	0
TOBG-MED-594_1703	38	0
TOBG-MED-594_1704	146	0
TOBG-MED-594_1705	20	0
TOBG-MED-594_1706	68	2
TOBG-MED-594_1707	2.735	0
TOBG-MED-594_1708	15.83	0
TOBG-MED-594_1709	7	0
TOBG-MED-594_1710	14	12
TOBG-MED-594_1711	19	0
TOBG-MED-594_1712	31	0
TOBG-MED-594_1713	24	0
TOBG-MED-594_1714	11	0
TOBG-MED-594_1715	3	0
TOBG-MED-594_1716	6	0
TOBG-MED-594_1717	62	6
TOBG-MED-594_1718	15	0
TOBG-MED-594_1719	23	0
TOBG-MED-594_172	30	15
TOBG-MED-594_1720	13	0
TOBG-MED-594_1721	32	0
TOBG-MED-594_1722	20	1
TOBG-MED-594_1723	24	0
TOBG-MED-594_1724	30	0
TOBG-MED-594_1725	20	0
TOBG-MED-594_1726	16	0
TOBG-MED-594_1727	8	4
TOBG-MED-594_1728	22	32
TOBG-MED-594_1729	10	0
TOBG-MED-594_173	53	4
TOBG-MED-594_1730	6	0
TOBG-MED-594_1731	12	0
TOBG-MED-594_1732	7	0
TOBG-MED-594_1733	29	20
TOBG-MED-594_1734	16	1
TOBG-MED-594_1735	16	0
TOBG-MED-594_1736	6	0
TOBG-MED-594_1737	19	0
TOBG-MED-594_1738	11	0
TOBG-MED-594_1739	6	0
TOBG-MED-594_174	69	19
TOBG-MED-594_1740	17	0
TOBG-MED-594_1741	4	2
TOBG-MED-594_1742	3	0
TOBG-MED-594_1743	14	0
TOBG-MED-594_1744	10	0
TOBG-MED-594_1745	13	0
TOBG-MED-594_1746	1	0
TOBG-MED-594_1747	5	0
TOBG-MED-594_1748	15	6
TOBG-MED-594_1749	7	0
TOBG-MED-594_175	21	0
TOBG-MED-594_1750	18	19
TOBG-MED-594_1751	20	20
TOBG-MED-594_1752	4	0
TOBG-MED-594_1753	5	0
TOBG-MED-594_1754	26	4
TOBG-MED-594_1755	16	1
TOBG-MED-594_1756	19	15
TOBG-MED-594_1758	10	4
TOBG-MED-594_1759	21	0
TOBG-MED-594_176	43	22
TOBG-MED-594_1760	10	0
TOBG-MED-594_1761	10	23
TOBG-MED-594_1762	3	0
TOBG-MED-594_1763	28	12
TOBG-MED-594_1764	20	0
TOBG-MED-594_1765	7	0
TOBG-MED-594_1766	21	0
TOBG-MED-594_1767	1	2
TOBG-MED-594_1768	13	6
TOBG-MED-594_1769	27	27
TOBG-MED-594_177	9	0
TOBG-MED-594_1770	15	9
TOBG-MED-594_1771	28	407
TOBG-MED-594_1772	14	2
TOBG-MED-594_1773	34	10
TOBG-MED-594_1774	13	0
TOBG-MED-594_1775	14	0
TOBG-MED-594_1776	12	0
TOBG-MED-594_1777	30	5
TOBG-MED-594_1778	17	2
TOBG-MED-594_1779	14	1
TOBG-MED-594_178	30	0
TOBG-MED-594_1780	20	0
TOBG-MED-594_1781	24	10
TOBG-MED-594_1782	13	3
TOBG-MED-594_1783	7	6
TOBG-MED-594_1784	19	2
TOBG-MED-594_1785	17	0
TOBG-MED-594_1786	20	0
TOBG-MED-594_1787	15	0
TOBG-MED-594_1788	17	0
TOBG-MED-594_1789	7	0
TOBG-MED-594_179	14	0
TOBG-MED-594_1790	9	0
TOBG-MED-594_1791	7	2
TOBG-MED-594_1792	9	0
TOBG-MED-594_1793	11	0
TOBG-MED-594_1794	24	8
TOBG-MED-594_1795	32	0
TOBG-MED-594_1796	12	3
TOBG-MED-594_1797	8	0
TOBG-MED-594_1798	26	7
TOBG-MED-594_1799	10	0
TOBG-MED-594_18	11.111	0
TOBG-MED-594_180	26	0
TOBG-MED-594_1800	17	2
TOBG-MED-594_1801	13	0
TOBG-MED-594_1802	10	9
TOBG-MED-594_1803	17	0
TOBG-MED-594_1804	15	7
TOBG-MED-594_1805	10.5	0
